"timestamp","rrqm/s","%util","wkB/s","avgrq-sz","svctm","rkB/s","wrqm/s","r/s","await","r_await","w/s","avgqu-sz","w_await"
"1579135341000","0.00","6.97","2653.60","50.26","0.66","0.00","472.70","0.00","2.17","0.00","105.60","0.23","2.17"
"1579135351000","0.00","4.87","1799.60","64.04","0.87","0.00","358.40","0.00","5.56","0.00","56.20","0.31","5.56"
"1579135361000","0.00","39.50","3943.60","29.29","1.47","0.00","625.50","0.00","43.53","0.00","269.30","11.72","43.53"
"1579135371000","0.00","10.21","3236.80","48.02","0.76","0.00","580.20","0.00","2.17","0.00","134.80","0.29","2.17"
"1579135381000","0.00","6.33","2413.60","55.04","0.72","0.00","468.80","0.00","1.56","0.00","87.70","0.14","1.56"
"1579135391000","0.00","14.14","4244.16","28.81","0.48","0.00","698.00","0.00","5.78","0.00","294.61","1.70","5.78"
"1579135401000","0.00","19.16","2945.60","48.01","1.56","0.00","522.80","0.00","4.26","0.00","122.70","0.52","4.26"
"1579135411000","0.00","6.48","2539.20","52.09","0.66","0.00","482.70","0.00","1.70","0.00","97.50","0.17","1.70"
"1579135421000","0.00","14.09","2994.40","47.45","1.12","0.00","541.10","0.00","2.30","0.00","126.20","0.29","2.30"
"1579135431000","0.00","12.32","3862.40","28.11","0.45","0.00","629.30","0.00","5.60","0.00","274.80","1.54","5.60"
"1579135441000","0.00","39.35","2412.80","56.44","4.60","0.00","447.60","0.00","51.06","0.00","85.50","4.37","51.06"
"1579135451000","0.00","7.66","2676.80","51.33","0.73","0.00","490.30","0.00","2.96","0.00","104.30","0.31","2.96"
"1579135461000","0.00","8.10","4200.80","28.97","0.28","0.00","655.40","0.00","6.48","0.00","290.00","1.88","6.48"
"1579135471000","0.00","9.62","2847.60","51.22","0.87","0.00","525.80","0.00","1.76","0.00","111.20","0.20","1.76"
"1579135481000","0.00","23.97","1523.28","80.68","6.35","0.00","303.40","0.00","73.05","0.00","37.76","2.76","73.05"
"1579135491000","0.00","15.46","3299.60","26.70","0.63","0.00","509.60","0.00","16.37","0.00","247.20","4.05","16.37"
"1579135501000","0.00","4.18","1977.20","55.70","0.59","0.00","368.20","0.00","2.27","0.00","71.00","0.16","2.27"
"1579135511000","0.00","5.80","2432.40","54.72","0.65","0.00","463.60","0.00","1.92","0.00","88.90","0.17","1.92"
"1579135521000","0.00","9.54","3993.20","27.15","0.32","0.00","633.40","0.00","5.02","0.00","294.20","1.48","5.02"
"1579135531000","0.00","22.11","2198.40","57.10","2.87","0.00","422.60","0.00","4.51","0.00","77.00","0.37","4.51"
"1579135541000","0.00","18.34","2445.60","53.63","2.01","0.00","451.40","0.00","4.42","0.00","91.20","0.38","4.42"
"1579135551000","0.00","6.18","3578.80","27.02","0.23","0.00","562.50","0.00","4.74","0.00","264.90","1.25","4.74"
"1579135561000","0.00","6.37","2412.40","48.88","0.65","0.00","446.30","0.00","1.80","0.00","98.70","0.18","1.80"
"1579135571000","0.00","12.21","3337.60","49.37","0.90","0.00","606.10","0.00","2.15","0.00","135.20","0.29","2.15"
"1579135581000","0.00","4.81","2217.60","55.23","0.60","0.00","423.20","0.00","1.59","0.00","80.30","0.13","1.59"
"1579135591000","0.00","11.64","4682.00","28.39","0.35","0.00","748.80","0.00","4.09","0.00","329.80","1.35","4.09"
"1579135601000","0.00","6.76","2957.60","49.25","0.56","0.00","538.40","0.00","1.64","0.00","120.10","0.20","1.64"
"1579135611000","0.00","5.81","2338.00","58.01","0.72","0.00","440.80","0.00","2.24","0.00","80.60","0.18","2.24"
"1579135621000","0.00","5.92","3564.80","26.90","0.22","0.00","555.60","0.00","5.16","0.00","265.00","1.37","5.16"
"1579135631000","0.00","8.84","2803.60","50.20","0.79","0.00","512.10","0.00","2.29","0.00","111.70","0.26","2.29"
"1579135641000","0.00","7.27","2760.80","53.19","0.70","0.00","505.20","0.00","1.91","0.00","103.80","0.20","1.91"
"1579135651000","0.00","4.30","2772.00","25.89","0.20","0.00","429.60","0.00","5.15","0.00","214.10","1.10","5.15"
"1579135661000","0.00","7.21","2824.80","51.97","0.66","0.00","512.90","0.00","2.11","0.00","108.70","0.23","2.11"
"1579135671000","0.00","4.71","1933.20","57.11","0.70","0.00","371.20","0.00","2.42","0.00","67.70","0.16","2.42"
"1579135681000","0.00","6.02","3399.60","27.50","0.24","0.00","530.30","0.00","5.29","0.00","247.20","1.31","5.29"
"1579135691000","0.00","7.24","2905.20","54.97","0.68","0.00","531.50","0.00","1.95","0.00","105.70","0.21","1.95"
"1579135701000","0.00","3.65","1728.40","57.33","0.61","0.00","341.80","0.00","2.16","0.00","60.30","0.13","2.16"
"1579135711000","0.00","8.63","4096.00","28.08","0.30","0.00","647.60","0.00","7.10","0.00","291.70","2.07","7.10"
"1579135721000","0.00","4.18","1842.40","58.21","0.66","0.00","359.70","0.00","2.59","0.00","63.30","0.16","2.59"
"1579135731000","0.00","7.87","2925.20","45.11","0.61","0.00","522.90","0.00","1.72","0.00","129.70","0.22","1.72"
"1579135741000","0.00","7.43","3123.60","47.44","0.56","0.00","563.40","0.00","1.51","0.00","131.70","0.20","1.51"
"1579135751000","0.00","6.26","3133.20","26.34","0.26","0.00","507.50","0.00","5.69","0.00","237.90","1.35","5.69"
"1579135761000","0.00","7.92","3018.00","44.94","0.59","0.00","526.90","0.00","2.38","0.00","134.30","0.32","2.38"
"1579135771000","0.00","8.93","3038.00","50.47","0.74","0.00","558.10","0.00","1.90","0.00","120.40","0.23","1.90"
"1579135781000","0.00","7.83","3896.80","27.34","0.27","0.00","623.60","0.00","4.69","0.00","285.10","1.34","4.69"
"1579135791000","0.00","7.03","2483.20","50.83","0.72","0.00","450.50","0.00","2.09","0.00","97.70","0.20","2.09"
"1579135801000","0.00","7.94","3154.05","47.37","0.60","0.00","569.43","0.00","1.48","0.00","133.17","0.20","1.48"
"1579135811000","0.00","8.22","3842.00","27.99","0.30","0.00","616.00","0.00","4.98","0.00","274.50","1.37","4.98"
"1579135821000","0.00","7.91","2931.60","49.60","0.67","0.00","538.40","0.00","1.57","0.00","118.20","0.19","1.57"
"1579135831000","0.00","9.10","2949.60","49.53","0.76","0.00","533.60","0.00","1.88","0.00","119.10","0.22","1.88"
"1579135841000","0.00","7.79","3583.60","28.36","0.31","0.00","579.30","0.00","5.44","0.00","252.70","1.38","5.44"
"1579135851000","0.00","5.92","2358.00","61.41","0.77","0.00","433.50","0.00","2.45","0.00","76.80","0.19","2.45"
"1579135861000","0.00","7.65","2940.40","49.63","0.65","0.00","532.90","0.00","1.83","0.00","118.50","0.22","1.83"
"1579135871000","0.00","6.14","2178.00","60.67","0.86","0.00","420.00","0.00","1.93","0.00","71.80","0.14","1.93"
"1579135881000","0.00","7.84","3968.80","27.34","0.27","0.00","622.60","0.00","4.56","0.00","290.30","1.32","4.56"
"1579135891000","0.00","7.40","2476.80","50.09","0.75","0.00","463.50","0.00","1.90","0.00","98.90","0.19","1.90"
"1579135901000","0.00","40.50","1943.60","58.19","6.06","0.00","374.80","0.00","30.34","0.00","66.80","2.03","30.34"
"1579135911000","0.00","32.69","4205.60","29.23","1.14","0.00","670.00","0.00","7.00","0.00","287.80","2.01","7.00"
"1579135921000","0.00","46.36","2020.00","65.27","7.49","0.00","389.90","0.00","45.30","0.00","61.90","2.80","45.30"
"1579135931000","0.00","18.60","2804.40","50.58","1.68","0.00","523.60","0.00","3.31","0.00","110.90","0.37","3.31"
"1579135941000","0.00","8.68","3736.80","27.65","0.32","0.00","597.20","0.00","5.45","0.00","270.30","1.47","5.45"
"1579135951000","0.00","7.34","2761.20","50.94","0.68","0.00","514.00","0.00","2.08","0.00","108.40","0.23","2.08"
"1579135961000","0.00","12.10","3184.40","48.95","0.93","0.00","572.70","0.00","2.23","0.00","130.10","0.29","2.23"
"1579135971000","0.00","34.92","3398.00","28.08","1.44","0.00","555.20","0.00","9.25","0.00","242.00","2.26","9.25"
"1579135981000","0.00","15.47","2415.20","57.64","1.85","0.00","445.00","0.00","5.17","0.00","83.80","0.41","5.17"
"1579135991000","0.00","7.73","2760.40","49.07","0.69","0.00","493.40","0.00","2.07","0.00","112.50","0.23","2.07"
"1579136001000","0.00","7.29","3362.00","26.37","0.29","0.00","536.70","0.00","9.04","0.00","255.00","2.30","9.04"
"1579136011000","0.00","27.00","2107.20","55.16","3.53","0.00","399.60","0.00","17.02","0.00","76.40","1.30","17.02"
"1579136021000","0.00","10.13","3380.80","46.79","0.70","0.00","598.40","0.00","2.14","0.00","144.50","0.31","2.14"
"1579136031000","0.00","7.87","3797.60","28.20","0.29","0.00","617.00","0.00","5.05","0.00","269.30","1.36","5.05"
"1579136041000","0.00","5.61","1791.20","63.52","0.99","0.00","353.10","0.00","6.80","0.00","56.40","0.38","6.80"
"1579136051000","0.00","34.15","3302.40","51.64","2.67","0.00","588.70","0.00","7.72","0.00","127.90","0.99","7.72"
"1579136061000","0.00","51.05","2689.20","26.00","2.47","0.00","442.90","0.00","39.73","0.00","206.90","8.22","39.73"
"1579136071000","0.00","48.18","2645.20","53.28","4.85","0.00","467.20","0.00","17.46","0.00","99.30","1.73","17.46"
"1579136081000","0.00","8.75","2321.60","56.56","1.07","0.00","446.40","0.00","3.84","0.00","82.10","0.32","3.84"
"1579136091000","0.00","7.55","3708.80","27.53","0.28","0.00","581.40","0.00","4.99","0.00","269.40","1.34","4.99"
"1579136101000","0.00","8.86","2867.60","46.82","0.72","0.00","525.90","0.00","1.76","0.00","122.50","0.21","1.76"
"1579136111000","0.00","7.48","2429.60","56.97","0.88","0.00","472.90","0.00","2.11","0.00","85.30","0.18","2.11"
"1579136121000","0.00","25.15","2075.20","55.71","3.38","0.00","390.10","0.00","10.28","0.00","74.50","0.80","10.28"
"1579136131000","0.00","30.04","4314.40","29.14","1.01","0.00","680.70","0.00","45.58","0.00","296.10","13.46","45.58"
"1579136141000","0.00","7.31","2465.20","55.84","0.83","0.00","468.40","0.00","1.81","0.00","88.30","0.16","1.81"
"1579136151000","0.00","6.53","2252.00","51.42","0.75","0.00","422.40","0.00","2.38","0.00","87.60","0.21","2.38"
"1579136161000","0.00","19.30","4131.20","28.43","0.66","0.00","649.30","0.00","5.19","0.00","290.60","1.58","5.19"
"1579136171000","0.00","58.44","2084.80","63.46","8.89","0.00","411.50","0.00","102.18","0.00","65.70","6.64","102.18"
"1579136181000","0.00","4.82","2257.60","59.25","0.63","0.00","421.80","0.00","1.78","0.00","76.20","0.14","1.78"
"1579136191000","0.00","8.43","3784.40","27.16","0.30","0.00","587.50","0.00","5.04","0.00","278.70","1.40","5.04"
"1579136201000","0.00","4.94","1851.60","57.68","0.77","0.00","362.90","0.00","2.06","0.00","64.20","0.13","2.06"
"1579136211000","0.00","39.64","3042.00","49.79","3.24","0.00","543.60","0.00","30.67","0.00","122.20","3.75","30.67"
"1579136221000","0.00","7.50","3838.40","28.18","0.28","0.00","617.60","0.00","4.87","0.00","272.40","1.33","4.87"
"1579136231000","0.00","8.82","3126.80","48.07","0.68","0.00","563.80","0.00","1.94","0.00","130.10","0.25","1.94"
"1579136241000","0.00","9.24","2069.60","55.26","1.23","0.00","394.80","0.00","2.82","0.00","74.90","0.21","2.82"
"1579136251000","0.00","56.87","3099.60","26.91","2.47","0.00","486.00","0.00","53.31","0.00","230.40","12.28","53.31"
"1579136261000","0.00","7.13","2763.60","50.90","0.66","0.00","509.50","0.00","1.70","0.00","108.60","0.18","1.70"
"1579136271000","0.00","9.00","3102.00","48.58","0.70","0.00","559.60","0.00","2.01","0.00","127.70","0.26","2.01"
"1579136281000","0.00","9.54","3785.60","27.99","0.35","0.00","618.20","0.00","19.15","0.00","270.50","5.18","19.15"
"1579136291000","0.00","21.64","3372.00","47.43","1.52","0.00","604.20","0.00","3.95","0.00","142.20","0.56","3.95"
"1579136301000","0.00","33.65","2084.00","59.20","4.78","0.00","395.80","0.00","8.58","0.00","70.40","0.60","8.58"
"1579136311000","0.00","6.17","2244.80","51.43","0.71","0.00","414.10","0.00","2.14","0.00","87.30","0.19","2.14"
"1579136321000","0.00","10.14","4098.00","27.43","0.34","0.00","648.40","0.00","4.58","0.00","298.80","1.37","4.58"
"1579136331000","0.00","3.66","1879.60","64.59","0.63","0.00","372.90","0.00","1.77","0.00","58.20","0.10","1.77"
"1579136341000","0.00","10.36","2690.00","51.04","0.98","0.00","484.70","0.00","2.80","0.00","105.40","0.30","2.80"
"1579136351000","0.00","37.84","2884.80","25.76","1.69","0.00","455.70","0.00","31.81","0.00","224.00","7.12","31.81"
"1579136361000","0.00","6.10","2232.80","50.52","0.69","0.40","413.10","0.10","2.14","10.00","88.30","0.19","2.13"
"1579136371000","0.00","6.14","2742.80","50.10","0.56","0.00","497.10","0.00","1.82","0.00","109.50","0.20","1.82"
"1579136381000","0.00","8.86","3551.60","26.52","0.33","0.00","578.30","0.00","15.05","0.00","267.80","4.03","15.05"
"1579136391000","0.00","5.98","2312.00","51.72","0.67","0.00","427.10","0.00","2.31","0.00","89.40","0.21","2.31"
"1579136401000","0.00","6.40","2527.20","51.31","0.65","0.00","462.40","0.00","1.78","0.00","98.50","0.18","1.78"
"1579136411000","0.00","7.04","4080.80","28.17","0.24","0.00","659.60","0.00","4.13","0.00","289.70","1.20","4.13"
"1579136421000","0.00","7.59","2690.80","49.83","0.70","0.00","497.60","0.00","1.54","0.00","108.00","0.17","1.54"
"1579136431000","0.00","5.26","2181.42","59.99","0.72","0.00","413.19","0.00","2.34","0.00","72.73","0.17","2.34"
"1579136441000","0.00","8.93","4012.40","28.05","0.31","0.00","627.20","0.00","4.37","0.00","286.10","1.25","4.37"
"1579136451000","0.00","7.61","3021.20","53.52","0.67","0.00","557.10","0.00","1.74","0.00","112.90","0.20","1.74"
"1579136461000","0.00","3.86","1860.40","57.24","0.59","0.00","355.40","0.00","2.53","0.00","65.00","0.18","2.53"
"1579136471000","0.00","8.14","3132.40","51.69","0.67","0.00","573.70","0.00","1.77","0.00","121.20","0.20","1.77"
"1579136481000","0.00","6.79","3664.80","27.70","0.26","0.00","602.20","0.00","4.85","0.00","264.60","1.28","4.85"
"1579136491000","0.00","7.36","2856.00","51.05","0.66","0.00","522.20","0.00","1.95","0.00","111.90","0.22","1.95"
"1579136501000","0.00","7.09","2495.60","48.51","0.69","0.00","463.90","0.00","1.58","0.00","102.90","0.16","1.58"
"1579136511000","0.00","6.97","3980.80","28.67","0.25","0.00","646.10","0.00","4.95","0.00","277.70","1.37","4.95"
"1579136521000","0.00","7.85","2612.40","50.14","0.75","0.00","477.70","0.00","1.55","0.00","104.20","0.16","1.55"
"1579136531000","0.00","1.59","1085.20","100.48","0.74","0.00","229.70","0.00","6.12","0.00","21.60","0.13","6.12"
"1579136541000","0.00","1.55","2049.20","21.70","0.08","0.00","296.00","0.00","7.14","0.00","188.90","1.35","7.14"
"1579136551000","0.00","1.31","1310.80","40.77","0.20","0.00","207.40","0.00","8.40","0.00","64.30","0.54","8.40"
"1579136561000","0.00","0.70","874.40","64.53","0.26","0.00","180.10","0.00","5.89","0.00","27.10","0.16","5.89"
"1579136571000","0.00","1.82","2397.60","19.73","0.07","0.00","316.80","0.00","6.62","0.00","243.10","1.61","6.62"
"1579136581000","0.00","0.51","710.80","789.78","2.83","0.00","175.90","0.00","18.89","0.00","1.80","0.03","18.89"
"1579136591000","0.00","0.67","826.80","870.32","3.53","0.00","204.80","0.00","24.79","0.00","1.90","0.05","24.79"
"1579136601000","0.00","1.82","2244.40","18.70","0.08","0.00","285.80","0.00","7.13","0.00","240.10","1.71","7.13"
"1579136611000","0.00","0.53","817.20","817.20","2.65","0.00","202.30","0.00","18.25","0.00","2.00","0.04","18.25"
"1579136621000","0.00","1.89","2229.37","18.80","0.08","0.00","294.31","0.00","7.14","0.00","237.16","1.69","7.14"
"1579136631000","0.00","0.55","849.20","893.89","2.89","0.00","210.40","0.00","20.21","0.00","1.90","0.04","20.21"
"1579136641000","0.00","1.68","2302.40","18.71","0.07","0.00","307.60","0.00","6.47","0.00","246.10","1.59","6.47"
"1579136651000","0.00","0.53","785.60","826.95","2.79","0.00","194.50","0.00","18.95","0.00","1.90","0.04","18.95"
"1579136661000","0.00","1.68","2243.20","18.57","0.07","0.00","284.40","0.00","6.43","0.00","241.60","1.55","6.43"
"1579136671000","0.00","0.53","776.40","862.67","2.94","0.00","192.30","0.00","19.50","0.00","1.80","0.04","19.50"
